_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE069933,Digoxin,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,HCMEC/ D3 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,100,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069936,Saquinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=CC=C3C=CC=CC3=N1)[C@@H](C2)C(=O)NC(C)(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.78-50 uM,,Calcein AM,[Calcein acetomethoxy ester],,,IC50,IC50,100,uM,DOI:10.1128/AAC.0067107   JOURNAL:Antimicrobial Agents and Chemotherapy   PAGES:3498   VOLUME:51,Literature,http://dx.doi.org/10.1128/AAC.00671-07,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069940,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,100,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073465,Caffeine Citrate,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,100,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073467,Chlorzoxazone,ClC1=CC2=C(OC(=O)N2)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,100,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073470,Fexofenadine Hydrochloride,Cl.CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,100,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073471,Morphine Sulfate,O.OS(O)(=O)=O.[H][C@@]12C=C[C@H](O)[C@@H]3OC4=C(O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,100,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073473,Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[3H]-Digoxin,[Digoxin],4 h,,IC50,IC50 BA/AB,100,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097764,Ergonovine Maleate,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=CC=CC(C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO)=C34,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,[3H]-vinblastine,[Vinblastine Sulfate],1 h,,Ki,Ki,100,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097766,Ergonovine Maleate,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=CC=CC(C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO)=C34,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Vinblastine,[Vinblastine Sulfate],1 h,,Ki,Ki,100,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097767,Ergonovine Maleate,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=CC=CC(C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO)=C34,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,[3H]-vinblastine,[Vinblastine Sulfate],,,Ki,Ki,100,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097963,Ergonovine,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Vinblastine1,,,,Ki,Ki,100,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069942,Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"HEK 293 Flp-In cells, recombinant",,,Rhodamine 123,[Rhodamine 123],5 min,,IC50,IC50,100.41,uM,DOI:10.1097/FPC.0b013e3282f85e36   JOURNAL:Pharmacogenetics and Genomics   PAGES:390   VOLUME:18,Literature,http://dx.doi.org/10.1097/FPC.0b013e3282f85e36,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069944,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"CR1R12 cells, recombinant",0-250 uM,,Daunorubicin,[Daunorubicin Hydrochloride],30 min,,IC50,IC50,102,uM,JOURNAL:Pharmacological Research   PAGES:800   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069950,Quinine Sulfate,O.OS(O)(=O)=O.[H][C@@]12CCN(C[C@H]1C=C)[C@@]([H])(C2)[C@H](O)C1=CC=NC2=C1C=C(OC)C=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MCF-7/ Dox cells, recombinant",,,Rhodamine 123,[Rhodamine 123],30 min,,IC50,IC50,103,uM,DOI:10.1124/mol.108.050492   JOURNAL:Molecular Pharmacology   PAGES:92   VOLUME:75,Literature,http://dx.doi.org/10.1124/mol.108.050492,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097964,Ergocornine,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Calcein AM,,,,Ki,Ki,105.2,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069951,Pantoprazole Sodium,[Na+].COC1=C(OC)C(=NC=C1)\C=S([O-])\C1=NC2=CC(OC(F)F)=CC=C2N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,108,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097773,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"L-MDR1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],0-30 min,,Ki,Ki,111,uM,DOI:10.1248/bpb.23.1528   JOURNAL:Biological and Pharmaceutical Bulletin   PAGES:1528   VOLUME:23,Literature,http://dx.doi.org/10.1248/bpb.23.1528,2000,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097965,Daunorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing MDCK cells,,,"Digoxin1,3",,,,Ki,Ki,111,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069956,Fluoxetine Hydrochloride,Cl.CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"L-MDR1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],60 min,,IC50,IC50,115.5,uM,DOI:10.1124/dmd.105.007377   JOURNAL:Drug Metabolism and Disposition   PAGES:203   VOLUME:34,Literature,http://dx.doi.org/10.1124/dmd.105.007377,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097776,Ergonovine Maleate,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=CC=CC(C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO)=C34,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],30 min,,Ki,Ki,115.5,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097779,Ergonovine Maleate,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CNC4=CC=CC(C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO)=C34,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Calcein AM,[Calcein acetomethoxy ester],30 min,,Ki,Ki,115.5,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097966,Ergonovine,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Calcein AM,,,,Ki,Ki,115.5,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069959,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,[14C]-Ximelagatran,[Ximelagatran],180 min,,IC50,IC50,119,uM,DOI:10.1124/dmd.105.008607   JOURNAL:Drug Metabolism and Disposition   PAGES:775   VOLUME:34,Literature,http://dx.doi.org/10.1124/dmd.105.008607,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097782,Dihydroergotamine Mesylate,CS(O)(=O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@H](CN2C)C(=O)N[C@]1(C)O[C@]2(O)N([C@@H](CC3=CC=CC=C3)C(=O)N3CCC[C@@]23[H])C1=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,[3H]-vinblastine,[Vinblastine Sulfate],1 h,,Ki,Ki,119.94,uM,DOI:10.1124/mol.61.5.964   JOURNAL:Molecular Pharmacology   PAGES:964   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.964,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097784,Dihydroergotamine Mesylate,CS(O)(=O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@H](CN2C)C(=O)N[C@]1(C)O[C@]2(O)N([C@@H](CC3=CC=CC=C3)C(=O)N3CCC[C@@]23[H])C1=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,Vinblastine,[Vinblastine Sulfate],1 h,,Ki,Ki,119.94,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097785,Dihydroergotamine Mesylate,CS(O)(=O)=O.[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@H](CN2C)C(=O)N[C@]1(C)O[C@]2(O)N([C@@H](CC3=CC=CC=C3)C(=O)N3CCC[C@@]23[H])C1=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",,,[3H]-vinblastine,[Vinblastine Sulfate],,,Ki,Ki,119.94,uM,DOI:10.1124/mol.61.5.974   JOURNAL:Molecular Pharmacology   PAGES:974   VOLUME:61,Literature,http://dx.doi.org/10.1124/mol.61.5.974,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097967,Dihydroergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing LLC-PK1 cells,,,Vinblastine1,,,,Ki,Ki,119.94,μM,"Ekins, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069962,Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",1-1000 uM,,Calcein AM,[Calcein acetomethoxy ester],,,IC50,IC50,123,uM,DOI:10.1038/clpt.2011.255   JOURNAL:Clinical Pharmacology and Therapeutics   PAGES:506   VOLUME:91,Literature,http://dx.doi.org/10.1038/clpt.2011.255,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069966,Gemifloxacin Mesylate,CS(O)(=O)=O.CO\N=C1/CN(CC1CN)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",1-1000 uM,,[14C]-Erythromycin,[Erythromycin],30 min,,IC50,IC50,123,uM,DOI:10.1016/j.ijpharm.2011.08.009   JOURNAL:International Journal of Pharmacology   PAGES:26   VOLUME:420,Literature,http://dx.doi.org/10.1016/j.ijpharm.2011.08.009,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073475,Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,0-250 uM,,[3H]-Talinolol,[Talinolol],0-120 min,,IC50,IC50 BA/AB,123.5,uM,DOI:10.1211/0022357043969   JOURNAL:Journal of Pharmacy and Pharmacology   PAGES:967   VOLUME:56,Literature,http://dx.doi.org/10.1211/0022357043969,2004,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070601,Azinphos-ethyl,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,B16/F10 cells,,,Doxorubicin,,,,IC50,IC50,129,μM,"Bain, 1997",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069970,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,130,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070602,Emetine,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Fluo-3,,,,IC50,IC50,130.3,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069971,Eravacycline dihydrochloride,Cl.[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",,,Digoxin,[Digoxin],,estimated; for hepatic efflux,IC50,IC50,135,uM,"FDA approval package document: Approval Package 211109/S-000 Part 10, page:38 PDF 8064k",FDA approval package document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069972,Eravacycline dihydrochloride,Cl.[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",,,Digoxin,[Digoxin],,estimated; for renal efflux,IC50,IC50,135,uM,"FDA approval package document: Approval Package 211109/S-000 Part 10, page:38 PDF 8064k",FDA approval package document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069973,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCK-BCRP cells, recombinant",0.1-1000 uM,,Rivaroxaban,[Rivaroxaban],2 h,,IC50,IC50,137.8,uM,DOI:10.1016/j.ejpb.2020.01.002   ISSN:09396411   JOURNAL:European Journal of Pharmaceutics and Biopharmaceutics   PAGES:27   VOLUME:148,Literature,http://dx.doi.org/10.1016/j.ejpb.2020.01.002,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097968,Vinblastine1,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing MDCK cells,,,"Digoxin1,3",,,,Ki,Ki,140,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070603,Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,B16/F10 cells,,,Doxorubicin,,,,IC50,IC50,140.6,μM,"Bain, 1996",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073481,Fluvoxamine Maleate,OC(=O)\C=C/C(O)=O.COCCCC\C(C1=CC=C(C=C1)C(F)(F)F)=N/OCCN,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,0-250 uM,,[3H]-Talinolol,[Talinolol],0-120 min,,IC50,IC50 BA/AB,146.7,uM,DOI:10.1211/0022357043969   JOURNAL:Journal of Pharmacy and Pharmacology   PAGES:967   VOLUME:56,Literature,http://dx.doi.org/10.1211/0022357043969,2004,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097855,Saquinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=CC=C3C=CC=CC3=N1)[C@@H](C2)C(=O)NC(C)(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0.01-0.30 umol/L,,Loperamide Hydrochloride,[Loperamide Hydrochloride],2 h,,Ki,Ki,148,umol/L,DOI:10.1124/dmd.112.049577   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:683   VOLUME:41,Literature,http://dx.doi.org/10.1124/dmd.112.049577,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069975,Propranolol Hydrochloride,Cl.CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,150,uM,DOI:10.3109/00498254.2011.587033   JOURNAL:Xenobiotica   PAGES:712   VOLUME:41,Literature,http://dx.doi.org/10.3109/00498254.2011.587033,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069978,Fluvastatin Sodium,[Na+].CC(C)N1C2=CC=CC=C2C(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,K562 cells,0.08-100 uM,,Calcein AM,[Calcein acetomethoxy ester],8 min,,IC50,IC50,151,uM,DOI:10.1007/s0021083450   JOURNAL:NaunynSchmiedeberg's Archives of Pharmacology   PAGES:11   VOLUME:379,Literature,http://dx.doi.org/10.1007/s00210-008-0345-0,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070604,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,Calcein AM,,,,IC50,IC50,157,μM,"Eneroth, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070605,Quinine,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,JC-1,,,,IC50,IC50,159.3,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070606,(+)-citronellal,C[C@H](CCC=C(C)C)CC=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,LLC-PK1 cells,,,"Digoxin1,3",,,,IC50,IC50,167,μM,"Yoshida, 2006",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
